643027213901201, BTU, HMtWvd, 1467836810, CLIENT57, 0.747491, 1337900, buy, 0, 0, true
643027221698732, LNG, I8Feqd, 1467836811, CLIENT249, 47.9648, 20900, buy, 0, 0, true
643027221705921, VLO, DGzYvS, 1467836811, CLIENT10, 58.5318, 170900, buy, 0, 0, true
643027227532058, UNH, 3hcEn9, 1467836811, CLIENT54, 113.115, 8900, sell, 0, 0, true
643027237629066, CNX, 4Zst0J, 1467836811, CLIENT29, 10.5395, 94900, sell, 10.35, 10.35, false
643027237682822, OREX, uptXAS, 1467836811, CLIENT36, 1.59028, 628900, sell, 0, 0, true
643027237733456, PPL, tKBoUB, 1467836811, CLIENT18, 31.9184, 313300, sell, 32.56, 32.56, false
643027237783868, BKD, VTJ45y, 1467836811, CLIENT46, 23.4177, 42800, sell, 23.5, 23.5, false
643027237830440, SPLS, x2OqFq, 1467836811, CLIENT28, 12.086, 82800, sell, 12.69, 12.69, false
643027238192925, PAH, LnjTf9, 1467836811, CLIENT59, 12.697, 78800, sell, 13.68, 13.68, false
643027238575764, PPL, EaeukP, 1467836811, CLIENT40, 32.3662, 30900, sell, 32.56, 32.56, false
643027270154678, AEO, OM9g7v, 1467836811, CLIENT51, 15.8939, 63000, sell, 0, 0, true
643027270210358, KND, bac79K, 1467836811, CLIENT44, 16.4658, 60800, sell, 0, 0, true
643027270451460, CMI, VLlHs9, 1467836811, CLIENT21, 107.316, 93200, buy, 0, 0, true
643027270489029, TSLA, s0XCIa, 1467836811, CLIENT35, 252.854, 4000, buy, 0, 0, true
643027270533768, XPO, 0jpK5Z, 1467836811, CLIENT1, 22.0356, 453900, buy, 0, 0, true
643027270578375, THC, fBXRJE, 1467836811, CLIENT38, 39.2208, 25500, sell, 0, 0, true
643027270622272, FINL, wiNEtM, 1467836811, CLIENT30, 20.437, 49000, buy, 0, 0, true
643027270671499, MNKD, W9uO9V, 1467836811, CLIENT83, 2.91346, 343300, sell, 0, 0, true
643027270716726, DIS, zHI1nS, 1467836811, CLIENT251, 99.889, 10100, sell, 0, 0, true
643027270867049, BWC, USZsnC, 1467836811, CLIENT39, 33.6165, 29800, buy, 0, 0, true
643027270892079, BWC, jah1Km, 1467836811, CLIENT8, 32.1965, 310600, buy, 0, 0, true
643027271024735, BKD, UqfTq4, 1467836811, CLIENT176, 23.3196, 42900, buy, 23.5, 23.5, false
643027271063972, UNH, utDIfJ, 1467836811, CLIENT33, 114.524, 8800, sell, 0, 0, true
643027271108019, TSLA, KEaLvT, 1467836811, CLIENT34, 253.471, 4000, buy, 0, 0, true
643027271170520, DIS, ClvS6R, 1467836811, CLIENT27, 100.225, 10000, sell, 0, 0, true
643027271216951, AGNC, ZTwUrI, 1467836811, CLIENT38, 18.2368, 54900, buy, 19.18, 19.18, false
643027271254578, BTU, xZgsNH, 1467836811, CLIENT6, 1.64412, 6082300, buy, 0, 0, true
643027271332111, NBR, ZaaQU4, 1467836811, CLIENT49, 9.08511, 110100, buy, 0, 0, true
643027271398176, SRC, QfwJed, 1467836811, CLIENT137, 8.90206, 112400, sell, 0, 0, true
643027271472639, ESRX, dDaxlS, 1467836811, CLIENT30, 79.6433, 12600, sell, 0, 0, true
643027271542628, KN, ZIFEhN, 1467836811, CLIENT46, 17.5148, 57100, sell, 0, 0, true
643027271580520, CYH, zAI0Mg, 1467836811, CLIENT5, 42.3776, 236000, buy, 0, 0, true
643027271626730, CYH, miao0e, 1467836811, CLIENT5, 41.7581, 239500, sell, 0, 0, true
643027271670997, MAT, eXC9v4, 1467836811, CLIENT51, 21.2632, 47100, buy, 0, 0, true
643027271805150, JNS, uSQygT, 1467836811, CLIENT54, 13.6247, 73400, buy, 0, 0, true
643027271853479, WETF, D6ssBV, 1467836811, CLIENT14, 16.6384, 601100, sell, 16.64, 16.64, false
643027271899611, CNX, lxoJrQ, 1467836811, CLIENT40, 9.25684, 108100, buy, 10.35, 10.35, false
643027271950290, VLO, I18EH9, 1467836811, CLIENT16, 59.6191, 167800, sell, 0, 0, true
643027272013543, TSLA, Qy6OlP, 1467836811, CLIENT17, 252.114, 39700, sell, 0, 0, true
643027272043338, GLNG, DurRJw, 1467836811, CLIENT53, 27.4412, 36500, sell, 0, 0, true
643027272135370, GLNG, Az2o24, 1467836811, CLIENT60, 26.1456, 38300, sell, 0, 0, true
643027272179912, GLNG, kAPySp, 1467836811, CLIENT35, 27.7325, 36100, sell, 0, 0, true
